,Crime,Severity,Latitude,Longitude,Day,Hour
2409,MOTOR VEHICLE THEFT,6,37.859006,-122.277874,Friday,9
2410,LARCENY,1,37.879226,-122.260975,Thursday,17
2411,LARCENY,1,37.870054,-122.284263,Saturday,20
2412,BURGLARY - VEHICLE,2,37.879335,-122.301332,Monday,21
2414,LARCENY,1,37.861843,-122.269644,Wednesday,17
2416,ASSAULT,4,37.872599,-122.303889,Wednesday,23
2417,DISORDERLY CONDUCT,3,37.873678,-122.269765,Wednesday,0
2418,BURGLARY - VEHICLE,2,37.869314,-122.2981,Wednesday,17
2419,LARCENY - FROM VEHICLE,13,37.857694,-122.281628,Tuesday,19
2420,LARCENY,1,37.880245,-122.296973,Thursday,13
2421,BURGLARY - RESIDENTIAL,8,37.863945,-122.294086,Thursday,9
2422,ROBBERY,9,37.856132,-122.271292,Tuesday,22
2424,LARCENY - FROM VEHICLE,13,37.846403,-122.272815,Monday,2
2425,BURGLARY - VEHICLE,2,37.85948,-122.266689,Sunday,18
2426,MOTOR VEHICLE THEFT,6,37.869993,-122.294774,Sunday,20
2427,BURGLARY - VEHICLE,2,37.866622,-122.26108,Monday,13
2428,DISORDERLY CONDUCT,3,37.869839,-122.252365,Thursday,23
2429,LARCENY,1,37.863353,-122.272097,Saturday,9
2430,DRUG VIOLATION,10,37.865466,-122.27005,Saturday,4
2431,LARCENY,1,37.867513,-122.26127,Wednesday,12
2433,LARCENY,1,37.874929,-122.267601,Thursday,22
2434,LARCENY,1,37.859675,-122.267173,Monday,10
2435,LARCENY - FROM VEHICLE,13,37.858628,-122.250783,Tuesday,20
2436,ROBBERY,9,37.871167,-122.268285,Sunday,19
2437,FRAUD,7,37.867108,-122.292737,Wednesday,19
2438,LARCENY,1,37.879653,-122.299139,Sunday,13
2439,DRUG VIOLATION,10,37.881142,-122.30191,Monday,1
2441,LARCENY - FROM VEHICLE,13,37.85959,-122.28701,Monday,16
2442,BURGLARY - VEHICLE,2,37.882561,-122.28212,Monday,8
2443,BURGLARY - VEHICLE,2,37.877417,-122.300713,Wednesday,20
2444,DISORDERLY CONDUCT,3,37.866074,-122.26331,Monday,22
2445,VANDALISM,5,37.8719,-122.268389,Sunday,12
2446,DRUG VIOLATION,10,37.88024,-122.306387,Friday,11
2447,DRUG VIOLATION,10,37.862927,-122.258784,Wednesday,18
2448,DISORDERLY CONDUCT,3,37.869578,-122.280839,Sunday,12
2449,LARCENY,1,37.871689,-122.292898,Tuesday,14
2450,LARCENY,1,37.869888,-122.300618,Saturday,15
2451,ROBBERY,9,37.878112,-122.269114,Wednesday,15
2452,BURGLARY - VEHICLE,2,37.867852,-122.258699,Friday,11
2453,ROBBERY,9,37.870308,-122.26805,Monday,6
2454,LARCENY - FROM VEHICLE,13,37.852564,-122.237106,Tuesday,22
2455,DRUG VIOLATION,10,37.863977,-122.267307,Thursday,22
2456,FRAUD,7,37.891062,-122.270941,Sunday,0
2457,MOTOR VEHICLE THEFT,6,37.853554,-122.276925,Wednesday,0
2458,DISORDERLY CONDUCT,3,37.856132,-122.271292,Saturday,12
2459,BURGLARY - VEHICLE,2,37.868747,-122.287342,Friday,22
2460,ASSAULT,4,37.870867,-122.270635,Saturday,13
2461,WEAPONS OFFENSE,14,37.876186,-122.30158,Wednesday,17
2462,FAMILY OFFENSE,12,37.878378,-122.297029,Tuesday,12
2463,MISSING PERSON,16,37.875189,-122.294176,Wednesday,11
2464,ROBBERY,9,37.871167,-122.268285,Friday,17
2465,FRAUD,7,37.868355,-122.274953,Monday,11
2466,DISORDERLY CONDUCT,3,37.891332,-122.279975,Monday,8
2467,VANDALISM,5,37.868103,-122.25672,Wednesday,2
2468,LARCENY - FROM VEHICLE,13,37.859852,-122.24929,Monday,22
2469,MOTOR VEHICLE THEFT,6,37.865466,-122.27005,Sunday,0
2470,LARCENY,1,37.867852,-122.258699,Wednesday,23
2471,BURGLARY - COMMERCIAL,11,37.868366,-122.295508,Wednesday,18
2472,MOTOR VEHICLE THEFT,6,37.853552,-122.268286,Sunday,0
2473,BURGLARY - COMMERCIAL,11,37.873079,-122.304672,Wednesday,8
2474,LARCENY,1,37.868957,-122.254552,Tuesday,21
2475,BURGLARY - COMMERCIAL,11,37.85488,-122.269079,Wednesday,4
2476,BURGLARY - VEHICLE,2,37.869973,-122.270557,Sunday,11
2477,BURGLARY - RESIDENTIAL,8,37.864535,-122.262993,Saturday,14
2478,LARCENY,1,37.88024,-122.269235,Monday,18
2479,LARCENY,1,37.878112,-122.269114,Thursday,14
2480,LARCENY,1,37.860823,-122.250887,Wednesday,13
2481,MOTOR VEHICLE THEFT,6,37.849055,-122.271397,Thursday,0
2482,BURGLARY - VEHICLE,2,37.869105,-122.270064,Monday,17
2483,ROBBERY,9,37.853576,-122.287202,Saturday,16
2485,BURGLARY - COMMERCIAL,11,37.871883,-122.301255,Sunday,16
2486,DISORDERLY CONDUCT,3,37.868489,-122.26795,Sunday,10
2487,MISSING PERSON,16,37.864301,-122.279118,Wednesday,16
2488,DISORDERLY CONDUCT,3,37.869973,-122.270557,Tuesday,14
2489,LARCENY,1,37.856035,-122.240397,Sunday,19
2490,FAMILY OFFENSE,12,37.860225,-122.269453,Saturday,23
2491,MOTOR VEHICLE THEFT,6,37.869186,-122.283943,Friday,17
2492,LARCENY,1,37.859802,-122.267177,Monday,9
2493,MOTOR VEHICLE THEFT,6,37.847889,-122.277816,Sunday,17
2494,BURGLARY - VEHICLE,2,37.853665,-122.252715,Monday,20
2495,ROBBERY,9,37.869973,-122.270557,Wednesday,12
2496,LARCENY,1,37.876612,-122.290921,Wednesday,13
2497,LARCENY - FROM VEHICLE,13,37.884645,-122.275937,Saturday,11
2498,BURGLARY - RESIDENTIAL,8,37.881849,-122.258126,Friday,14
2499,FAMILY OFFENSE,12,37.856078,-122.279311,Thursday,10
2500,BURGLARY - COMMERCIAL,11,37.869363,-122.268028,Wednesday,21
2501,FRAUD,7,37.871317,-122.286575,Wednesday,14
2502,LARCENY,1,37.871828,-122.270516,Tuesday,15
2503,ASSAULT,4,37.861653,-122.278529,Monday,20
2504,MOTOR VEHICLE THEFT,6,37.881957,-122.269551,Tuesday,14
2505,BURGLARY - VEHICLE,2,37.882217,-122.302226,Wednesday,20
2506,BURGLARY - COMMERCIAL,11,37.879968,-122.296885,Saturday,20
2507,LARCENY - FROM VEHICLE,13,37.869488,-122.289522,Sunday,21
2508,BURGLARY - VEHICLE,2,37.854102,-122.251059,Thursday,17
2510,LARCENY,1,37.872404,-122.297999,Tuesday,20
2512,LARCENY,1,37.881957,-122.269551,Tuesday,12
2513,DISORDERLY CONDUCT,3,37.880376,-122.268183,Thursday,5
2514,BURGLARY - VEHICLE,2,37.866629,-122.300423,Thursday,10
2516,ROBBERY,9,37.871265,-122.295043,Tuesday,14
2517,LARCENY,1,37.872776,-122.28448,Tuesday,12
2518,FRAUD,7,37.863379,-122.28494,Thursday,12
2519,BURGLARY - RESIDENTIAL,8,37.855992,-122.261128,Friday,11
2520,VANDALISM,5,37.87783,-122.298557,Monday,0
2521,BURGLARY - VEHICLE,2,37.865772,-122.267643,Thursday,21
2522,BURGLARY - RESIDENTIAL,8,37.863977,-122.267307,Saturday,18
2523,LARCENY,1,37.86825,-122.300093,Wednesday,21
2524,LARCENY - FROM VEHICLE,13,37.867852,-122.258699,Tuesday,1
2525,BURGLARY - VEHICLE,2,37.885385,-122.273547,Tuesday,19
2526,VANDALISM,5,37.862393,-122.248851,Friday,16
2527,LARCENY,1,37.870867,-122.270635,Saturday,19
2528,MISSING PERSON,16,37.860766,-122.255895,Wednesday,10
2529,BURGLARY - RESIDENTIAL,8,37.861571,-122.271722,Thursday,10
2530,BURGLARY - RESIDENTIAL,8,37.8929,-122.257633,Monday,18
2531,LARCENY,1,37.869535,-122.296988,Monday,22
2532,LIQUOR LAW VIOLATION,15,37.869423,-122.281951,Monday,6
2533,LARCENY,1,37.872992,-122.295801,Wednesday,1
2534,BURGLARY - VEHICLE,2,37.861078,-122.289632,Wednesday,1
2535,LARCENY,1,37.850385,-122.270897,Thursday,9
2536,VANDALISM,5,37.874872,-122.282359,Monday,20
2537,VANDALISM,5,37.878736,-122.304435,Tuesday,12
2538,FRAUD,7,37.864535,-122.262993,Friday,0
2539,BURGLARY - VEHICLE,2,37.865826,-122.267244,Sunday,7
2540,BURGLARY - VEHICLE,2,37.876881,-122.266666,Sunday,22
2541,LARCENY - FROM VEHICLE,13,37.863934,-122.250262,Monday,11
2542,BURGLARY - VEHICLE,2,37.882217,-122.302226,Saturday,15
2543,LARCENY,1,37.864238,-122.265263,Saturday,9
2544,FRAUD,7,37.868913,-122.28608,Monday,0
2545,BURGLARY - VEHICLE,2,37.863353,-122.272097,Monday,20
2546,ASSAULT,4,37.869363,-122.268028,Thursday,22
2547,DISORDERLY CONDUCT,3,37.857694,-122.281628,Friday,18
2548,ASSAULT,4,37.867852,-122.258699,Wednesday,20
2549,LARCENY,1,37.880756,-122.303056,Tuesday,12
2550,LARCENY,1,37.884732,-122.280918,Thursday,7
2551,LARCENY,1,37.869764,-122.28655,Tuesday,12
2552,BURGLARY - VEHICLE,2,37.87142,-122.304831,Wednesday,9
2553,DISORDERLY CONDUCT,3,37.866206,-122.29129,Monday,9
2554,BURGLARY - VEHICLE,2,37.89005,-122.271607,Monday,1
2555,VANDALISM,5,37.851653,-122.289194,Friday,19
2558,ROBBERY,9,37.869113,-122.250903,Monday,2
2559,DISORDERLY CONDUCT,3,37.881957,-122.269551,Wednesday,8
2560,RECOVERED VEHICLE,19,37.859988,-122.253339,Thursday,5
2561,BURGLARY - VEHICLE,2,37.865772,-122.267643,Thursday,21
2562,ASSAULT,4,37.858337,-122.261387,Wednesday,0
2563,FAMILY OFFENSE,12,37.878612,-122.255655,Friday,18
2564,LARCENY,1,37.880756,-122.303056,Monday,13
2565,LARCENY,1,37.870603,-122.270612,Tuesday,14
2566,DISORDERLY CONDUCT,3,37.858483,-122.253191,Tuesday,11
2567,DISORDERLY CONDUCT,3,37.855793,-122.281493,Tuesday,20
2568,LARCENY,1,37.869113,-122.250903,Sunday,17
2569,LARCENY,1,37.850106,-122.273827,Wednesday,11
2570,LARCENY,1,37.881957,-122.269551,Tuesday,19
2571,FRAUD,7,37.875035,-122.288668,Monday,10
2572,FRAUD,7,37.878915,-122.303521,Tuesday,15
2573,MOTOR VEHICLE THEFT,6,37.868199,-122.263253,Thursday,15
2574,BURGLARY - COMMERCIAL,11,37.869105,-122.270064,Wednesday,13
2575,DRUG VIOLATION,10,37.871317,-122.286575,Tuesday,2
2576,BURGLARY - VEHICLE,2,37.8686,-122.289385,Saturday,12
2577,FAMILY OFFENSE,12,37.84905,-122.269098,Friday,15
2578,FAMILY OFFENSE,12,37.869363,-122.268028,Wednesday,0
2579,LARCENY,1,37.860189,-122.294048,Thursday,16
2580,LARCENY,1,37.880228,-122.295798,Monday,17
2581,LARCENY,1,37.896648,-122.277424,Wednesday,12
2582,MOTOR VEHICLE THEFT,6,37.868655,-122.288064,Tuesday,23
2583,BURGLARY - VEHICLE,2,37.875132,-122.293103,Monday,10
2584,LARCENY,1,37.852136,-122.273695,Saturday,12
2585,LARCENY,1,37.861887,-122.262292,Friday,19
2586,LARCENY,1,37.880228,-122.295798,Sunday,14
2587,BURGLARY - COMMERCIAL,11,37.878722,-122.295312,Tuesday,17
2588,LARCENY,1,37.866924,-122.267772,Sunday,8
2589,LARCENY,1,37.871461,-122.270706,Tuesday,12
2590,DISORDERLY CONDUCT,3,37.868447,-122.261268,Monday,16
2591,LARCENY,1,37.850675,-122.286265,Thursday,14
2592,DISORDERLY CONDUCT,3,37.869067,-122.292043,Monday,4
2593,BURGLARY - RESIDENTIAL,8,37.85931,-122.273495,Monday,3
2594,BURGLARY - RESIDENTIAL,8,37.851921,-122.269813,Wednesday,18
2595,LARCENY,1,37.855435,-122.259841,Wednesday,12
2596,DISORDERLY CONDUCT,3,37.869973,-122.270557,Thursday,15
2597,LARCENY,1,37.896956,-122.261613,Saturday,1
2598,LARCENY,1,37.864258,-122.272202,Saturday,8
2599,LARCENY,1,37.871167,-122.268285,Friday,8
2600,LARCENY,1,37.867176,-122.267802,Tuesday,21
2601,LARCENY,1,37.871167,-122.268285,Wednesday,16
2602,LARCENY,1,37.878112,-122.269114,Sunday,15
2603,ROBBERY,9,37.867822,-122.266003,Tuesday,21
2604,MOTOR VEHICLE THEFT,6,37.87644,-122.257023,Thursday,16
2605,BURGLARY - VEHICLE,2,37.873876,-122.268523,Friday,18
2606,VANDALISM,5,37.865793,-122.301779,Tuesday,20
2607,BURGLARY - RESIDENTIAL,8,37.867271,-122.298682,Friday,18
2608,DISORDERLY CONDUCT,3,37.872656,-122.292748,Friday,22
2609,FRAUD,7,37.88253,-122.280217,Sunday,15
2610,LARCENY,1,37.881611,-122.27294,Wednesday,15
2611,MOTOR VEHICLE THEFT,6,37.871883,-122.301255,Saturday,14
2612,ASSAULT,4,37.867513,-122.26127,Saturday,1
2613,LARCENY,1,37.868714,-122.259189,Tuesday,9
2614,LARCENY,1,37.872175,-122.267835,Monday,23
2615,MOTOR VEHICLE THEFT,6,37.864908,-122.267289,Friday,11
2616,VANDALISM,5,37.852211,-122.286336,Monday,23
2617,ROBBERY,9,37.868957,-122.254552,Tuesday,10
2618,LARCENY,1,37.882294,-122.284835,Saturday,1
2619,BURGLARY - COMMERCIAL,11,37.8549,-122.27945,Thursday,4
2620,LARCENY,1,37.876403,-122.294427,Wednesday,13
2621,BURGLARY - RESIDENTIAL,8,37.863977,-122.267307,Friday,4
2622,ASSAULT,4,37.873687,-122.268616,Thursday,9
2623,ASSAULT,4,37.87325,-122.293558,Friday,7
2625,BURGLARY - VEHICLE,2,37.855721,-122.2559,Wednesday,16
2626,BURGLARY - VEHICLE,2,37.885413,-122.268753,Monday,20
2627,ASSAULT,4,37.869685,-122.272804,Monday,18
2628,ASSAULT,4,37.871167,-122.268285,Monday,22
2629,MISSING PERSON,16,37.858525,-122.266906,Monday,13
2630,VANDALISM,5,37.871167,-122.268285,Wednesday,10
2631,FRAUD,7,37.894804,-122.257141,Saturday,21
2632,LARCENY,1,37.864827,-122.258577,Thursday,13
2633,BURGLARY - VEHICLE,2,37.86771,-122.298466,Saturday,12
2634,LARCENY,1,37.871544,-122.272714,Tuesday,11
2635,DISORDERLY CONDUCT,3,37.868785,-122.272701,Monday,15
2636,DISORDERLY CONDUCT,3,37.866253,-122.299483,Monday,17
2637,ASSAULT,4,37.867513,-122.26127,Tuesday,21
2638,BURGLARY - COMMERCIAL,11,37.859802,-122.267177,Friday,20
2639,FRAUD,7,37.865149,-122.256487,Thursday,12
2640,DRUG VIOLATION,10,37.870054,-122.284263,Tuesday,20
2641,DISORDERLY CONDUCT,3,37.858156,-122.254397,Sunday,0
2642,ARSON,18,37.870948,-122.27733,Wednesday,14
2643,ROBBERY,9,37.862763,-122.262639,Friday,2
2644,ROBBERY,9,37.867176,-122.267802,Thursday,13
2645,VANDALISM,5,37.853221,-122.280832,Wednesday,17
2646,DISORDERLY CONDUCT,3,37.868204,-122.270054,Wednesday,0
2647,BURGLARY - VEHICLE,2,37.85525,-122.277126,Thursday,13
2648,BURGLARY - VEHICLE,2,37.871544,-122.272714,Wednesday,12
2649,FRAUD,7,37.865219,-122.285314,Sunday,13
2651,BURGLARY - VEHICLE,2,37.86825,-122.300093,Thursday,20
2652,LARCENY,1,37.86939,-122.267883,Tuesday,22
2653,MOTOR VEHICLE THEFT,6,37.865511,-122.309967,Monday,5
2654,DISORDERLY CONDUCT,3,37.864701,-122.260693,Thursday,20
2655,LARCENY,1,37.880756,-122.303056,Saturday,19
2656,DISORDERLY CONDUCT,3,37.868714,-122.259189,Saturday,0
2657,BURGLARY - RESIDENTIAL,8,37.867822,-122.266003,Wednesday,4
2658,DRUG VIOLATION,10,37.850681,-122.270619,Saturday,7
2659,LARCENY,1,37.852236,-122.272856,Sunday,18
2660,MOTOR VEHICLE THEFT,6,37.868667,-122.313656,Monday,21
2661,LARCENY,1,37.879571,-122.300296,Saturday,20
2662,BURGLARY - VEHICLE,2,37.882706,-122.263356,Thursday,13
2663,MOTOR VEHICLE THEFT,6,37.861627,-122.285466,Tuesday,19
2664,FRAUD,7,37.88014,-122.297498,Saturday,16
2665,ROBBERY,9,37.880227,-122.26936,Saturday,11
2666,LARCENY,1,37.869363,-122.268028,Monday,16
2667,BURGLARY - VEHICLE,2,37.851919,-122.286667,Thursday,0
2668,ASSAULT,4,37.853959,-122.284067,Thursday,21
2669,BURGLARY - VEHICLE,2,37.860225,-122.269453,Friday,20
2670,VANDALISM,5,37.869685,-122.272804,Sunday,12
2671,BURGLARY - VEHICLE,2,37.869363,-122.268028,Tuesday,20
2672,BURGLARY - VEHICLE,2,37.880756,-122.303056,Saturday,15
2674,ROBBERY,9,37.856193,-122.259626,Sunday,11
2675,ASSAULT,4,37.870948,-122.27733,Monday,19
2676,BURGLARY - VEHICLE,2,37.873627,-122.277834,Monday,9
2677,FRAUD,7,37.885559,-122.258485,Thursday,8
2678,ROBBERY,9,37.873454,-122.27209,Monday,17
2679,BURGLARY - VEHICLE,2,37.859897,-122.252288,Friday,22
2680,LARCENY,1,37.873909,-122.268233,Thursday,17
2681,ROBBERY,9,37.869363,-122.268028,Friday,20
2682,BURGLARY - COMMERCIAL,11,37.867613,-122.299898,Monday,13
2683,BURGLARY - RESIDENTIAL,8,37.866426,-122.269762,Thursday,17
2684,LARCENY,1,37.857377,-122.268709,Tuesday,18
2685,MOTOR VEHICLE THEFT,6,37.868913,-122.28608,Sunday,18
2686,LARCENY,1,37.858116,-122.268002,Monday,13
2687,BURGLARY - RESIDENTIAL,8,37.882135,-122.267239,Sunday,17
2688,BURGLARY - VEHICLE,2,37.88024,-122.269235,Friday,10
2689,ROBBERY,9,37.876307,-122.268923,Friday,18
2690,LARCENY,1,37.871171,-122.267718,Friday,19
2691,DISORDERLY CONDUCT,3,37.856111,-122.260248,Monday,19
2692,LARCENY,1,37.859539,-122.259172,Thursday,8
2693,BURGLARY - COMMERCIAL,11,37.869067,-122.292043,Monday,16
2694,LARCENY,1,37.869888,-122.300618,Monday,19
2695,LARCENY,1,37.868574,-122.288356,Wednesday,8
2696,FRAUD,7,37.847682,-122.279381,Monday,0
2697,ROBBERY,9,37.864385,-122.290697,Thursday,12
2698,ASSAULT,4,37.88014,-122.297498,Sunday,18
2699,DISORDERLY CONDUCT,3,37.853683,-122.261744,Tuesday,9
2700,BURGLARY - COMMERCIAL,11,37.870205,-122.292581,Wednesday,18
2701,VANDALISM,5,37.896431,-122.278418,Saturday,20
2702,ARSON,18,37.869314,-122.2981,Thursday,8
2703,LARCENY,1,37.858356,-122.253179,Wednesday,17
2704,BURGLARY - RESIDENTIAL,8,37.865793,-122.301779,Thursday,4
2705,BURGLARY - RESIDENTIAL,8,37.853008,-122.286877,Friday,17
2706,LARCENY,1,37.882033,-122.296381,Saturday,20
2707,LARCENY,1,37.868199,-122.263253,Friday,9
2708,BURGLARY - VEHICLE,2,37.862817,-122.298359,Saturday,13
2709,DISORDERLY CONDUCT,3,37.868714,-122.259189,Monday,20
2710,BURGLARY - VEHICLE,2,37.885934,-122.267691,Friday,20
2711,MISSING PERSON,16,37.857776,-122.286576,Sunday,8
2712,BURGLARY - COMMERCIAL,11,37.878644,-122.303432,Wednesday,15
2713,BURGLARY - VEHICLE,2,37.893448,-122.272137,Monday,17
2714,BURGLARY - COMMERCIAL,11,37.869105,-122.270064,Friday,15
2715,LARCENY,1,37.875922,-122.29441,Saturday,20
2716,VANDALISM,5,37.899278,-122.283222,Wednesday,0
2717,WEAPONS OFFENSE,14,37.868574,-122.270415,Monday,10
2718,BURGLARY - VEHICLE,2,37.858783,-122.248189,Monday,7
2720,BURGLARY - COMMERCIAL,11,37.873079,-122.304672,Wednesday,19
2721,BURGLARY - VEHICLE,2,37.882706,-122.263356,Saturday,17
2722,FRAUD,7,37.853203,-122.279642,Thursday,8
2723,BURGLARY - RESIDENTIAL,8,37.875426,-122.278057,Wednesday,10
2724,BURGLARY - RESIDENTIAL,8,37.864072,-122.251438,Saturday,2
2725,MOTOR VEHICLE THEFT,6,37.879259,-122.281862,Thursday,10
2726,VANDALISM,5,37.876791,-122.280472,Tuesday,7
2727,ASSAULT,4,37.869105,-122.270064,Friday,16
2728,BURGLARY - RESIDENTIAL,8,37.860858,-122.290733,Saturday,22
2729,FAMILY OFFENSE,12,37.878552,-122.266844,Sunday,21
2730,MOTOR VEHICLE THEFT,6,37.878868,-122.290083,Tuesday,20
2731,BURGLARY - VEHICLE,2,37.86771,-122.298466,Thursday,19
2732,BURGLARY - COMMERCIAL,11,37.859364,-122.288914,Sunday,21
2733,BURGLARY - VEHICLE,2,37.882217,-122.302226,Wednesday,18
2734,ASSAULT,4,37.873327,-122.273214,Tuesday,13
2735,DRUG VIOLATION,10,37.854933,-122.2875,Friday,2
2736,DISORDERLY CONDUCT,3,37.871167,-122.268285,Sunday,14
2738,LARCENY,1,37.880266,-122.269032,Sunday,2
2739,ROBBERY,9,37.871167,-122.268285,Monday,19
2740,FAMILY OFFENSE,12,37.869067,-122.292043,Tuesday,21
2741,FAMILY OFFENSE,12,37.869041,-122.292204,Sunday,14
2742,MOTOR VEHICLE THEFT,6,37.876251,-122.262453,Saturday,19
2743,FRAUD,7,37.899602,-122.271102,Thursday,13
2744,FAMILY OFFENSE,12,37.874251,-122.280203,Monday,20
2745,BURGLARY - RESIDENTIAL,8,37.85968,-122.255796,Tuesday,14
2746,LARCENY,1,37.851653,-122.289194,Tuesday,11
2747,BURGLARY - VEHICLE,2,37.879129,-122.302478,Wednesday,11
2748,BURGLARY - VEHICLE,2,37.873455,-122.293465,Sunday,20
2749,FRAUD,7,37.874489,-122.271072,Monday,15
2750,MISSING PERSON,16,37.868447,-122.261268,Thursday,14
2751,LARCENY,1,37.859539,-122.259172,Thursday,17
2752,ASSAULT,4,37.868913,-122.28608,Saturday,7
2753,LARCENY,1,37.867513,-122.26127,Saturday,1
2754,LARCENY,1,37.868204,-122.270054,Friday,20
2755,FRAUD,7,37.882033,-122.296381,Thursday,12
2756,LARCENY,1,37.855824,-122.25502,Thursday,12
2757,ROBBERY,9,37.873909,-122.268233,Wednesday,23
2758,ASSAULT,4,37.866265,-122.305592,Wednesday,17
2759,BURGLARY - VEHICLE,2,37.88014,-122.297498,Saturday,12
2760,LARCENY,1,37.867513,-122.26127,Friday,23
2761,BURGLARY - VEHICLE,2,37.897731,-122.271759,Thursday,18
2762,FAMILY OFFENSE,12,37.864535,-122.262993,Thursday,20
2763,DISORDERLY CONDUCT,3,37.860823,-122.250887,Monday,12
2764,BURGLARY - VEHICLE,2,37.875084,-122.26014,Friday,13
2765,FRAUD,7,37.863758,-122.295053,Friday,8
2766,BURGLARY - VEHICLE,2,37.851653,-122.289194,Monday,17
2767,DISORDERLY CONDUCT,3,37.866761,-122.258779,Monday,2
2769,ARSON,18,37.868334,-122.303753,Wednesday,23
2770,DISORDERLY CONDUCT,3,37.862202,-122.281026,Thursday,15
2771,LARCENY,1,37.871828,-122.270516,Sunday,4
2772,BURGLARY - VEHICLE,2,37.87091,-122.265993,Sunday,5
2773,LARCENY,1,37.880227,-122.26936,Monday,14
2774,LARCENY,1,37.861078,-122.289632,Tuesday,15
2775,MOTOR VEHICLE THEFT,6,37.897333,-122.276042,Saturday,16
2776,FAMILY OFFENSE,12,37.869888,-122.300618,Sunday,18
2777,LARCENY,1,37.862059,-122.281167,Saturday,0
2778,ROBBERY,9,37.859589,-122.257019,Thursday,15
2779,MOTOR VEHICLE THEFT,6,37.889295,-122.278407,Saturday,22
2780,ROBBERY,9,37.859446,-122.266969,Monday,15
2781,DRUG VIOLATION,10,37.847421,-122.28133,Friday,21
2782,BURGLARY - VEHICLE,2,37.870867,-122.270635,Tuesday,21
2783,ROBBERY,9,37.861645,-122.253508,Friday,8
2785,ASSAULT,4,37.878949,-122.285291,Thursday,18
2786,LARCENY,1,37.880519,-122.267051,Thursday,0
2787,LARCENY,1,37.871828,-122.270516,Monday,16
2788,BURGLARY - VEHICLE,2,37.880228,-122.295798,Saturday,14
2789,LARCENY,1,37.89977,-122.275237,Tuesday,16
2790,MOTOR VEHICLE THEFT,6,37.858783,-122.248189,Friday,3
2791,MOTOR VEHICLE THEFT,6,37.85491,-122.268666,Sunday,21
2792,LARCENY,1,37.883608,-122.285672,Saturday,20
2793,BURGLARY - VEHICLE,2,37.853921,-122.252422,Monday,5
2794,LARCENY,1,37.87091,-122.265993,Monday,11
2795,DISORDERLY CONDUCT,3,37.866761,-122.258779,Saturday,16
2796,LARCENY,1,37.869105,-122.270064,Saturday,9
2797,DISORDERLY CONDUCT,3,37.86939,-122.267883,Wednesday,14
2798,WEAPONS OFFENSE,14,37.871167,-122.268285,Monday,19
2799,WEAPONS OFFENSE,14,37.880922,-122.303115,Saturday,17
2800,LARCENY,1,37.868927,-122.278414,Wednesday,13
2801,ROBBERY,9,37.879708,-122.297995,Saturday,8
2802,ROBBERY,9,37.868198,-122.302469,Monday,4
2803,LARCENY,1,37.857377,-122.268709,Wednesday,14
2804,BURGLARY - VEHICLE,2,37.850681,-122.270619,Friday,17
2805,ROBBERY,9,37.870948,-122.27733,Monday,0
2806,ASSAULT,4,37.871167,-122.268285,Tuesday,17
2807,LARCENY,1,37.8792,-122.263044,Friday,10
2808,BURGLARY - COMMERCIAL,11,37.860116,-122.29166,Saturday,19
2809,LIQUOR LAW VIOLATION,15,37.862927,-122.258784,Thursday,16
2811,BURGLARY - VEHICLE,2,37.855576,-122.282153,Sunday,11
2812,ROBBERY,9,37.877181,-122.258466,Tuesday,22
2813,DISORDERLY CONDUCT,3,37.8531,-122.266131,Tuesday,19
2814,LARCENY,1,37.877482,-122.256109,Saturday,23
2815,ASSAULT,4,37.871167,-122.268285,Thursday,10
2816,DISORDERLY CONDUCT,3,37.869363,-122.268028,Friday,14
2817,DISORDERLY CONDUCT,3,37.862624,-122.300595,Thursday,21
2818,LARCENY,1,37.864535,-122.262993,Tuesday,15
2819,ASSAULT,4,37.866981,-122.302083,Monday,18
2820,LARCENY,1,37.878552,-122.266844,Friday,13
2821,BURGLARY - VEHICLE,2,37.86331,-122.316113,Monday,8
2822,BURGLARY - RESIDENTIAL,8,37.869685,-122.272804,Monday,0
2823,LARCENY,1,37.867613,-122.299898,Thursday,13
2824,MOTOR VEHICLE THEFT,6,37.852956,-122.266195,Monday,19
2826,BURGLARY - VEHICLE,2,37.867176,-122.267802,Saturday,9
2827,BURGLARY - VEHICLE,2,37.882033,-122.296381,Sunday,0
2828,LARCENY,1,37.862516,-122.27853,Saturday,13
2829,BURGLARY - VEHICLE,2,37.858156,-122.254397,Wednesday,5
2830,VANDALISM,5,37.876321,-122.258058,Thursday,7
2831,BURGLARY - RESIDENTIAL,8,37.867613,-122.299898,Friday,19
2832,BURGLARY - VEHICLE,2,37.874781,-122.268758,Thursday,15
2833,BURGLARY - VEHICLE,2,37.880922,-122.303115,Wednesday,18
2834,LARCENY - FROM VEHICLE,13,37.850974,-122.280926,Wednesday,20
2835,LARCENY,1,37.858356,-122.253179,Sunday,18
2836,MOTOR VEHICLE THEFT,6,37.869579,-122.252328,Wednesday,21
2837,MISSING PERSON,16,37.869385,-122.28953,Sunday,14
2838,ASSAULT,4,37.873454,-122.27209,Saturday,14
2839,LARCENY,1,37.88014,-122.297498,Friday,14
2840,WEAPONS OFFENSE,14,37.855435,-122.259841,Monday,22
2841,SEX CRIME,17,37.868667,-122.313656,Thursday,19
2842,BURGLARY - VEHICLE,2,37.882217,-122.302226,Thursday,21
2844,LARCENY,1,37.861387,-122.259001,Monday,6
2845,DRUG VIOLATION,10,37.868334,-122.303753,Sunday,6
